order_id,customer_id,category,order_amount,delivery_delay_days,is_cod,customer_past_return_rate,product_weight_g,installments,is_returned
ORD_106689,CUST_4766,Home & Kitchen,967.81,2,1,0.4049,2363.9,1,1
ORD_107127,CUST_1886,Electronics,2591.95,5,1,0.4812,2847.3,1,1
ORD_104451,CUST_4793,Footwear,1598.85,0,0,0.0424,1100.9,6,1
ORD_108705,CUST_1126,Footwear,465.84,3,0,0.2319,1850.6,1,0
ORD_109716,CUST_1555,Footwear,2231.59,0,1,0.2337,396.1,2,1
ORD_105246,CUST_1397,Footwear,4986.86,0,0,0.2239,2212.5,2,0
ORD_109865,CUST_3567,Beauty,542.88,0,1,0.3707,2139.4,1,0
ORD_110698,CUST_3024,Home & Kitchen,2919.75,0,1,0.2573,1477.4,1,0
ORD_112030,CUST_4977,Apparel,1104.9,0,1,0.0311,2876.6,1,1
ORD_106918,CUST_3148,Beauty,465.23,0,0,0.1858,3370.3,1,0
ORD_101931,CUST_1130,Electronics,3903.21,1,0,0.3192,2767.9,6,0
ORD_107057,CUST_3294,Apparel,1547.45,2,0,0.1523,563.7,1,1
ORD_102953,CUST_2014,Electronics,1155.77,0,1,0.2347,1223.7,2,0
ORD_112169,CUST_1485,Apparel,2393.4,1,1,0.1253,1230.8,3,0
ORD_104116,CUST_2649,Footwear,490.15,4,1,0.0624,2491.5,6,0
ORD_106858,CUST_3413,Electronics,2013.83,1,1,0.0323,1565.4,1,0
ORD_111000,CUST_2272,Electronics,329.32,1,1,0.2267,2024.1,6,0
ORD_111501,CUST_2711,Footwear,1293.21,0,0,0.0852,2083.7,1,0
ORD_107036,CUST_2695,Footwear,3638.84,1,0,0.0724,2162.2,12,0
ORD_103303,CUST_4188,Electronics,885.37,0,0,0.0198,2659.0,1,0
ORD_100684,CUST_1515,Apparel,607.49,0,0,0.1238,455.1,1,1
ORD_112200,CUST_2897,Footwear,686.64,4,1,0.1379,3457.4,1,0
ORD_100060,CUST_4890,Electronics,300.19,0,0,0.2706,2237.4,1,0
ORD_109556,CUST_3584,Home & Kitchen,575.11,2,1,0.2858,3050.1,1,0
ORD_112064,CUST_3273,Footwear,784.03,0,1,0.1206,1870.6,2,1
ORD_102863,CUST_3828,Electronics,1705.42,0,1,0.1264,1444.0,1,0
ORD_107223,CUST_3186,Apparel,1555.19,0,1,0.3525,3312.1,3,0
ORD_109378,CUST_2505,Footwear,345.72,0,0,0.138,1035.6,1,0
ORD_107994,CUST_2306,Apparel,333.29,0,0,0.2008,1787.5,1,0
ORD_109261,CUST_2128,Footwear,1933.78,0,0,0.0903,2086.9,1,1
ORD_108866,CUST_3334,Electronics,844.5,4,0,0.1267,2051.1,6,0
ORD_100473,CUST_3146,Home & Kitchen,1016.11,0,1,0.2953,2675.4,1,0
ORD_114101,CUST_1202,Apparel,1692.72,0,0,0.0826,578.9,6,0
ORD_101321,CUST_1467,Beauty,1510.92,2,1,0.5216,483.2,1,0
ORD_104159,CUST_2594,Home & Kitchen,981.49,0,0,0.3333,2352.5,1,0
ORD_113693,CUST_4603,Home & Kitchen,961.75,0,1,0.0828,659.9,1,0
ORD_107113,CUST_4757,Footwear,731.67,1,1,0.3358,2058.3,1,0
ORD_108159,CUST_3658,Footwear,2621.51,1,0,0.0315,1875.9,1,0
ORD_101412,CUST_4643,Footwear,566.79,3,1,0.0426,2212.9,3,0
ORD_111234,CUST_4130,Beauty,347.56,1,0,0.0591,925.2,2,0
ORD_102327,CUST_1021,Home & Kitchen,362.47,0,1,0.1945,1343.6,1,0
ORD_112904,CUST_1737,Apparel,660.23,0,0,0.0244,2186.7,6,1
ORD_102066,CUST_1747,Apparel,1707.35,2,1,0.4131,1922.4,1,1
ORD_104850,CUST_4375,Electronics,981.51,0,1,0.1528,2277.2,1,0
ORD_109116,CUST_4341,Apparel,533.78,3,0,0.2828,1287.3,1,1
ORD_107809,CUST_4195,Apparel,1654.19,0,0,0.0045,536.7,1,0
ORD_108481,CUST_1579,Apparel,1284.43,7,1,0.3737,731.1,1,1
ORD_112981,CUST_2226,Apparel,745.11,0,0,0.1438,2500.9,1,0
ORD_109276,CUST_4511,Beauty,753.26,0,0,0.3127,2637.0,3,0
ORD_114555,CUST_3324,Home & Kitchen,4464.01,0,0,0.0526,166.1,1,0
ORD_110114,CUST_3868,Footwear,452.09,0,0,0.3725,3262.1,1,0
ORD_104642,CUST_2889,Footwear,1103.18,1,0,0.0677,1189.8,1,0
ORD_106818,CUST_4033,Home & Kitchen,704.63,0,1,0.2007,3212.1,1,0
ORD_103360,CUST_4565,Beauty,778.56,3,1,0.0374,1613.6,2,0
ORD_112394,CUST_3892,Footwear,1096.41,5,0,0.1266,1939.8,2,1
ORD_100752,CUST_3504,Apparel,3064.7,0,0,0.1741,1333.8,1,0
ORD_113398,CUST_2854,Apparel,636.97,3,1,0.2475,2851.5,1,0
ORD_103806,CUST_3528,Apparel,1383.93,0,1,0.1718,1108.2,1,0
ORD_111458,CUST_3460,Apparel,1009.27,0,1,0.2238,540.1,1,0
ORD_100387,CUST_4191,Apparel,487.18,0,1,0.2885,1061.4,1,1
ORD_114783,CUST_2592,Home & Kitchen,846.91,2,1,0.3297,2768.7,1,0
ORD_100294,CUST_4296,Apparel,373.78,2,1,0.0201,666.9,1,0
ORD_100120,CUST_4820,Apparel,2186.33,1,1,0.2579,1833.9,1,1
ORD_106096,CUST_3250,Home & Kitchen,654.94,0,0,0.1778,2558.1,1,0
ORD_100079,CUST_4003,Home & Kitchen,5174.59,0,0,0.2726,1192.4,1,0
ORD_106249,CUST_2029,Apparel,823.13,1,0,0.2812,947.9,12,0
ORD_112939,CUST_1738,Beauty,639.41,4,1,0.15,483.8,1,0
ORD_106024,CUST_1283,Electronics,2450.61,0,1,0.2179,780.9,2,1
ORD_114886,CUST_2796,Electronics,2736.11,0,1,0.5545,3019.0,3,0
ORD_114020,CUST_3585,Apparel,392.74,0,0,0.0475,1251.5,1,0
ORD_112196,CUST_2724,Apparel,2679.63,0,1,0.1619,2739.8,1,0
ORD_101748,CUST_3782,Apparel,551.12,0,1,0.2912,1844.6,12,0
ORD_102918,CUST_3989,Footwear,493.58,0,0,0.3686,1031.2,1,1
ORD_102917,CUST_1961,Electronics,1015.19,0,1,0.11,2692.6,1,0
ORD_112462,CUST_2014,Home & Kitchen,307.41,2,1,0.2921,231.5,1,1
ORD_100981,CUST_3779,Home & Kitchen,1200.11,0,1,0.1136,747.5,3,0
ORD_111763,CUST_2521,Electronics,1376.92,0,1,0.0358,2823.0,1,0
ORD_107895,CUST_1383,Apparel,371.99,7,1,0.2032,740.4,1,0
ORD_111258,CUST_4460,Electronics,885.31,0,1,0.1873,1546.2,1,0
ORD_102400,CUST_1933,Apparel,818.74,0,0,0.0406,1894.0,1,0
ORD_103402,CUST_2206,Beauty,877.89,0,0,0.0728,652.3,1,0
ORD_107719,CUST_4809,Home & Kitchen,1368.31,0,0,0.3287,1997.2,2,1
ORD_100527,CUST_1920,Apparel,1874.03,0,1,0.1866,983.7,1,0
ORD_108935,CUST_1198,Apparel,992.69,2,0,0.3994,660.9,3,0
ORD_104935,CUST_4234,Apparel,1952.31,2,1,0.078,375.7,1,0
ORD_100389,CUST_4991,Apparel,375.57,3,1,0.0649,3040.8,3,1
ORD_112742,CUST_3122,Footwear,2397.52,0,0,0.3177,3250.1,6,0
ORD_113938,CUST_3406,Footwear,5427.16,0,1,0.4874,3403.5,2,0
ORD_102234,CUST_1215,Apparel,462.32,1,1,0.1707,1889.9,1,0
ORD_102645,CUST_3382,Apparel,1069.75,3,0,0.3452,3170.8,1,1
ORD_101733,CUST_4874,Electronics,725.76,3,0,0.0129,3375.6,1,0
ORD_114399,CUST_2212,Footwear,2097.33,2,0,0.1979,1185.1,2,1
ORD_106489,CUST_2159,Home & Kitchen,2149.74,0,1,0.1885,2924.4,3,0
ORD_111889,CUST_4205,Electronics,1663.91,0,1,0.09,3186.6,1,0
ORD_108595,CUST_3984,Electronics,575.99,1,0,0.2748,3493.8,1,0
ORD_107634,CUST_2447,Apparel,385.58,0,0,0.1733,2305.5,1,0
ORD_103284,CUST_3300,Footwear,944.73,3,1,0.3985,617.6,1,1
ORD_103082,CUST_2100,Apparel,2333.87,1,1,0.1492,2155.1,1,0
ORD_111582,CUST_1128,Footwear,637.17,3,1,0.1409,900.8,1,0
ORD_111593,CUST_2196,Beauty,1011.1,0,0,0.2051,2426.5,1,0
ORD_111539,CUST_1600,Footwear,391.16,4,0,0.1299,3453.5,1,1
ORD_110457,CUST_3884,Electronics,3618.76,0,0,0.1836,2006.9,2,0
ORD_103474,CUST_1241,Footwear,597.22,0,0,0.0795,1283.1,1,0
ORD_106779,CUST_1653,Apparel,2889.19,0,0,0.2273,3457.0,1,0
ORD_108003,CUST_2447,Apparel,388.64,0,0,0.2221,1763.2,1,0
ORD_102833,CUST_4719,Electronics,799.77,0,0,0.3001,1684.2,2,0
ORD_114063,CUST_3724,Apparel,2806.6,4,1,0.0765,1890.4,2,1
ORD_113096,CUST_1307,Home & Kitchen,3259.03,1,0,0.0903,3215.2,1,0
ORD_108245,CUST_1741,Footwear,2062.47,0,1,0.1513,355.8,1,0
ORD_109240,CUST_3298,Beauty,424.2,1,1,0.0719,2390.2,1,1
ORD_102454,CUST_4902,Electronics,1286.65,4,1,0.09,476.8,1,0
ORD_112740,CUST_3574,Home & Kitchen,1471.31,0,1,0.234,3451.9,1,0
ORD_113908,CUST_4814,Electronics,3968.91,0,0,0.0876,163.5,1,0
ORD_104015,CUST_4215,Beauty,362.45,3,0,0.279,1915.8,3,0
ORD_111945,CUST_4949,Home & Kitchen,3007.92,0,1,0.2061,2802.1,6,0
ORD_106726,CUST_2338,Footwear,1209.32,1,1,0.1954,2926.8,1,1
ORD_107176,CUST_2288,Footwear,663.0,0,1,0.4168,3437.1,1,1
ORD_110143,CUST_1569,Apparel,475.5,5,1,0.0603,189.1,1,1
ORD_112603,CUST_4870,Beauty,1348.83,0,0,0.0812,1439.0,1,0
ORD_111342,CUST_3690,Apparel,2520.75,2,1,0.1727,3071.7,1,1
ORD_111377,CUST_1057,Beauty,3983.49,0,1,0.2924,1017.3,1,1
ORD_106167,CUST_1062,Apparel,1063.98,1,1,0.4076,555.8,1,1
ORD_111421,CUST_2581,Electronics,891.69,0,0,0.3056,1439.3,6,1
ORD_106889,CUST_3532,Home & Kitchen,842.68,0,1,0.2112,1298.6,1,0
ORD_105729,CUST_3079,Home & Kitchen,350.43,2,0,0.2374,2961.6,1,0
ORD_100320,CUST_2930,Beauty,1989.6,2,0,0.3237,865.8,2,0
ORD_109014,CUST_4663,Home & Kitchen,723.65,1,1,0.1548,304.4,1,0
ORD_110092,CUST_1420,Electronics,1712.11,3,0,0.5235,2969.0,1,1
ORD_103411,CUST_3697,Electronics,453.11,0,1,0.2203,2389.6,2,0
ORD_110818,CUST_3063,Beauty,3527.83,1,1,0.1364,2153.7,1,0
ORD_102463,CUST_2087,Footwear,1450.72,5,0,0.1322,2418.4,1,0
ORD_102593,CUST_1306,Footwear,996.67,1,1,0.3257,940.5,2,0
ORD_108609,CUST_2869,Electronics,2565.39,0,1,0.2504,2148.8,1,0
ORD_100654,CUST_1452,Home & Kitchen,1915.51,10,1,0.2988,366.3,1,1
ORD_108856,CUST_1044,Footwear,3028.21,0,1,0.2573,2948.6,1,0
ORD_101183,CUST_4117,Home & Kitchen,1846.88,0,1,0.1731,2786.9,1,0
ORD_106476,CUST_2279,Home & Kitchen,322.14,0,1,0.3176,1976.3,1,1
ORD_110105,CUST_3682,Apparel,1512.8,0,1,0.1798,852.1,1,0
ORD_109861,CUST_3942,Footwear,3459.27,1,1,0.0599,1434.8,1,0
ORD_107114,CUST_1327,Electronics,1981.83,5,1,0.3094,154.4,3,1
ORD_111769,CUST_2624,Footwear,928.43,1,1,0.514,396.8,1,1
ORD_106710,CUST_3121,Footwear,1226.17,2,1,0.2379,2489.9,1,0
ORD_110064,CUST_4401,Electronics,3240.87,0,1,0.0397,2644.6,1,0
ORD_107952,CUST_4402,Footwear,1744.38,1,0,0.1582,3346.3,3,0
ORD_109676,CUST_4337,Apparel,423.29,0,0,0.1384,692.6,1,0
ORD_112349,CUST_2220,Apparel,724.09,1,1,0.1622,2237.2,1,0
ORD_101853,CUST_3315,Beauty,2616.11,1,1,0.1775,688.2,1,1
ORD_110018,CUST_1056,Apparel,382.27,1,1,0.0909,235.0,1,0
ORD_100755,CUST_3786,Home & Kitchen,378.86,0,0,0.0745,2396.1,1,0
ORD_108671,CUST_2037,Apparel,1898.7,2,0,0.1064,281.9,1,1
ORD_104960,CUST_4198,Footwear,2440.61,2,1,0.199,2942.1,1,1
ORD_108052,CUST_2477,Home & Kitchen,603.91,1,1,0.1295,2855.0,1,0
ORD_103693,CUST_4562,Apparel,772.16,2,1,0.1128,1161.0,1,1
ORD_103588,CUST_1935,Electronics,679.85,0,1,0.1492,1211.8,1,0
ORD_112174,CUST_4183,Apparel,981.01,0,0,0.0753,2164.5,2,0
ORD_110012,CUST_1791,Apparel,956.53,3,0,0.1689,908.0,1,0
ORD_111361,CUST_1470,Apparel,356.09,0,1,0.2071,2035.8,3,0
ORD_112086,CUST_1976,Apparel,419.8,1,0,0.0551,1880.7,1,0
ORD_106162,CUST_2572,Apparel,696.46,4,1,0.1439,1840.2,12,0
ORD_109806,CUST_1888,Home & Kitchen,333.27,0,0,0.2884,404.5,3,0
ORD_103192,CUST_4175,Apparel,614.91,3,0,0.3716,864.7,1,0
ORD_101871,CUST_2386,Beauty,324.01,1,0,0.108,1908.8,1,0
ORD_106595,CUST_4551,Footwear,1306.31,2,0,0.1704,1581.6,1,1
ORD_112617,CUST_4718,Apparel,1184.6,1,0,0.1317,2981.0,1,0
ORD_105467,CUST_2413,Electronics,465.11,0,1,0.4206,3145.5,3,0
ORD_114361,CUST_1879,Electronics,3475.68,2,1,0.3159,929.0,1,1
ORD_101535,CUST_3070,Footwear,643.5,0,0,0.2718,2462.7,1,0
ORD_103293,CUST_1821,Beauty,2334.36,0,1,0.2854,753.5,12,0
ORD_105474,CUST_4425,Apparel,700.34,3,0,0.1597,2633.3,1,0
ORD_110820,CUST_4429,Apparel,996.71,3,1,0.1143,3160.7,1,1
ORD_102292,CUST_3903,Apparel,650.44,3,0,0.0191,2050.6,1,0
ORD_114414,CUST_4543,Footwear,830.97,0,0,0.1758,2752.9,1,0
ORD_102869,CUST_4018,Home & Kitchen,3324.81,7,0,0.1876,2624.8,1,0
ORD_108958,CUST_1208,Home & Kitchen,2288.79,0,0,0.1292,2097.0,1,0
ORD_109733,CUST_3134,Apparel,1241.66,1,0,0.2379,3014.8,1,0
ORD_110744,CUST_2917,Electronics,3539.58,0,0,0.3887,3404.2,3,1
ORD_107374,CUST_4435,Apparel,1328.14,0,0,0.277,1245.5,1,1
ORD_107825,CUST_4382,Beauty,4086.52,2,0,0.1999,1886.8,1,1
ORD_102569,CUST_1873,Home & Kitchen,1232.51,1,0,0.212,2502.5,1,1
ORD_105450,CUST_2855,Electronics,456.27,7,1,0.0812,1725.1,1,0
ORD_106514,CUST_2925,Footwear,1049.01,0,1,0.0412,1089.0,1,0
ORD_108075,CUST_3746,Footwear,1310.21,0,0,0.2135,3134.8,2,0
ORD_105214,CUST_1939,Apparel,372.65,2,1,0.3071,573.5,1,1
ORD_114873,CUST_4983,Footwear,1741.06,0,0,0.2919,2551.3,2,1
ORD_111964,CUST_2982,Footwear,1216.42,0,1,0.2027,1898.6,3,1
ORD_110763,CUST_3579,Apparel,1183.97,0,0,0.1086,2960.7,1,0
ORD_107327,CUST_3209,Apparel,1744.61,2,1,0.4486,1419.6,1,1
ORD_111370,CUST_1046,Footwear,302.65,0,1,0.2379,334.4,2,0
ORD_113748,CUST_2515,Apparel,1671.54,1,0,0.184,372.3,6,1
ORD_112726,CUST_2103,Footwear,1077.62,0,1,0.1427,2972.7,1,0
ORD_111516,CUST_1987,Electronics,469.12,5,1,0.3091,262.5,1,0
ORD_105779,CUST_1680,Apparel,336.08,0,0,0.1155,160.8,2,0
ORD_109031,CUST_3262,Footwear,796.9,0,1,0.4105,1250.4,12,1
ORD_108197,CUST_1170,Beauty,686.67,0,1,0.23,3058.7,1,0
ORD_107865,CUST_3488,Electronics,778.35,5,1,0.2334,2396.8,1,0
ORD_112106,CUST_1757,Electronics,1172.34,0,0,0.2357,2849.4,1,0
ORD_101774,CUST_2409,Apparel,508.08,1,1,0.1162,591.4,1,0
ORD_112646,CUST_2695,Apparel,824.11,3,0,0.1589,2897.4,3,0
ORD_111051,CUST_3920,Footwear,354.43,3,1,0.1829,779.6,1,1
ORD_107889,CUST_3182,Apparel,337.67,0,0,0.3196,2923.0,3,0
ORD_112648,CUST_1266,Apparel,559.15,0,1,0.2089,3337.2,2,0
ORD_113704,CUST_3810,Apparel,2396.07,0,0,0.2584,2131.1,1,0
ORD_108993,CUST_2515,Apparel,2677.57,0,1,0.0602,2299.0,1,0
ORD_104483,CUST_2159,Electronics,1611.28,0,1,0.192,2587.7,1,0
ORD_111626,CUST_2906,Electronics,2390.73,1,0,0.0241,495.8,1,0
ORD_102053,CUST_2297,Electronics,352.48,3,1,0.3839,1353.7,1,1
ORD_104986,CUST_4644,Footwear,623.96,0,1,0.3257,3369.5,3,1
ORD_101729,CUST_4675,Footwear,4788.22,0,1,0.2107,705.4,2,0
ORD_110953,CUST_1122,Apparel,535.55,1,0,0.4927,2749.5,6,0
ORD_106439,CUST_4120,Apparel,658.25,0,1,0.1973,475.4,2,0
ORD_107448,CUST_1896,Electronics,2041.88,0,1,0.1734,2233.4,1,0
ORD_110873,CUST_4074,Home & Kitchen,564.31,3,1,0.1986,2636.6,1,0
ORD_103616,CUST_2256,Apparel,1291.05,3,1,0.2765,1795.7,1,0
ORD_103130,CUST_4713,Home & Kitchen,1376.93,3,1,0.2066,557.2,3,1
ORD_112270,CUST_2888,Footwear,1886.58,0,1,0.1382,2052.8,1,0
ORD_106626,CUST_1365,Footwear,833.06,0,1,0.0646,564.7,2,0
ORD_104023,CUST_2317,Footwear,461.35,5,0,0.2099,1231.4,1,0
ORD_112121,CUST_2930,Apparel,461.42,0,0,0.3969,1787.2,6,0
ORD_112736,CUST_3956,Electronics,670.1,0,0,0.149,656.8,1,1
ORD_104650,CUST_4134,Beauty,503.63,2,0,0.3477,2775.9,1,1
ORD_105812,CUST_2907,Home & Kitchen,3314.17,0,1,0.1802,2867.2,1,0
ORD_106309,CUST_2257,Apparel,936.63,0,0,0.2024,3356.4,1,1
ORD_102236,CUST_3383,Footwear,1718.38,0,1,0.1493,2024.3,1,0
ORD_108095,CUST_2823,Home & Kitchen,767.29,0,0,0.4247,688.5,2,0
ORD_110420,CUST_2459,Apparel,758.39,0,1,0.1386,1050.8,1,0
ORD_106365,CUST_1304,Apparel,4697.19,0,1,0.2685,2079.3,1,0
ORD_106479,CUST_3395,Electronics,3455.54,3,0,0.1166,628.5,2,0
ORD_101159,CUST_2887,Electronics,1686.73,0,0,0.1106,3407.1,1,0
ORD_105978,CUST_1595,Footwear,596.6,0,0,0.3141,2208.9,2,0
ORD_100128,CUST_3235,Electronics,1138.47,2,1,0.1549,3070.6,1,0
ORD_112041,CUST_1817,Apparel,1220.57,3,0,0.1508,1314.4,1,0
ORD_109685,CUST_4205,Apparel,656.6,1,0,0.2032,1804.3,1,0
ORD_108268,CUST_4634,Apparel,410.38,0,0,0.1109,2291.8,1,0
ORD_106663,CUST_3828,Apparel,3146.72,0,0,0.1855,783.9,3,0
ORD_101024,CUST_4170,Apparel,3695.24,0,0,0.3523,2403.7,1,0
ORD_113537,CUST_1767,Apparel,5114.55,1,1,0.291,2790.6,1,0
ORD_105218,CUST_1821,Footwear,839.19,0,0,0.1,2844.4,2,0
ORD_113475,CUST_4102,Electronics,1108.01,0,1,0.1728,3403.4,1,1
ORD_110384,CUST_1079,Home & Kitchen,1604.53,0,1,0.3312,1841.4,1,0
ORD_108836,CUST_2942,Home & Kitchen,1068.33,0,0,0.1357,515.7,12,0
ORD_102784,CUST_1125,Beauty,956.46,0,0,0.3405,2559.4,6,1
ORD_106880,CUST_1762,Electronics,2406.89,0,0,0.0888,3461.8,1,0
ORD_102226,CUST_4111,Beauty,2976.25,0,1,0.2346,656.1,1,1
ORD_106953,CUST_2366,Home & Kitchen,1560.91,2,0,0.1762,1687.3,1,1
ORD_102453,CUST_4003,Apparel,3808.14,0,0,0.206,3264.1,1,0
ORD_104194,CUST_4799,Apparel,1361.99,0,1,0.1573,2177.5,1,0
ORD_102351,CUST_3994,Electronics,692.76,0,1,0.0542,3400.7,1,0
ORD_111645,CUST_2172,Apparel,1795.72,3,1,0.1147,1025.9,1,0
ORD_111341,CUST_2052,Apparel,2056.75,5,1,0.613,2735.8,1,1
ORD_100989,CUST_2617,Apparel,615.26,3,1,0.3297,2980.4,1,1
ORD_113493,CUST_2488,Electronics,869.26,0,1,0.1557,2093.3,6,0
ORD_111010,CUST_4875,Footwear,2446.44,2,1,0.2069,2155.5,1,0
ORD_105280,CUST_2705,Apparel,963.41,0,1,0.1679,664.9,2,0
ORD_109965,CUST_3734,Apparel,1648.21,5,1,0.1051,1901.8,3,1
ORD_102229,CUST_4930,Apparel,650.62,1,0,0.3248,3009.4,1,0
ORD_101372,CUST_1009,Home & Kitchen,509.0,0,0,0.318,1158.3,1,0
ORD_106164,CUST_3139,Apparel,565.81,1,1,0.2114,1372.2,1,1
ORD_105105,CUST_4722,Apparel,3313.7,0,1,0.1302,2750.1,1,0
ORD_112170,CUST_4715,Apparel,651.77,4,1,0.1356,680.3,1,0
ORD_106664,CUST_2904,Apparel,392.34,3,0,0.2862,2816.5,6,1
ORD_112896,CUST_4412,Beauty,465.59,0,0,0.273,2721.9,1,1
ORD_103928,CUST_4921,Footwear,1357.68,2,1,0.3293,2259.8,1,1
ORD_108829,CUST_1490,Footwear,929.91,2,1,0.2104,451.5,2,1
ORD_100726,CUST_1775,Footwear,1173.12,3,0,0.139,2097.9,1,0
ORD_111469,CUST_4718,Home & Kitchen,2375.89,1,0,0.1929,3313.1,2,0
ORD_105524,CUST_4226,Electronics,312.19,0,1,0.0376,1620.3,1,0
ORD_105337,CUST_2127,Electronics,707.15,5,0,0.1877,381.8,1,0
ORD_103469,CUST_1571,Apparel,430.79,3,1,0.3262,1618.5,1,0
ORD_110940,CUST_3265,Footwear,1165.19,5,0,0.107,2904.7,1,0
ORD_113928,CUST_4645,Footwear,2106.97,0,1,0.2114,520.5,3,1
ORD_105296,CUST_4896,Beauty,587.99,0,1,0.1297,2456.6,1,0
ORD_101511,CUST_4228,Home & Kitchen,1554.43,0,1,0.0769,3091.7,6,0
ORD_114458,CUST_3181,Apparel,1219.21,2,1,0.0026,454.9,1,0
ORD_105224,CUST_1234,Apparel,488.4,0,1,0.0453,2949.3,1,0
ORD_109359,CUST_2566,Apparel,1581.45,1,0,0.1004,2611.8,1,0
ORD_109231,CUST_3659,Apparel,672.66,0,0,0.1233,2527.1,1,0
ORD_108659,CUST_4020,Apparel,1062.11,3,0,0.2328,673.5,1,0
ORD_101762,CUST_2571,Apparel,656.54,2,0,0.2181,307.0,1,0
ORD_100709,CUST_2191,Apparel,5577.35,5,0,0.2886,1791.7,1,1
ORD_113182,CUST_4113,Apparel,520.37,1,0,0.0729,924.0,3,1
ORD_114537,CUST_1188,Beauty,1680.53,2,1,0.0738,1262.4,3,0
ORD_114534,CUST_1600,Apparel,622.37,0,1,0.0107,552.3,3,0
ORD_107187,CUST_2690,Apparel,2463.72,7,1,0.5749,3046.3,3,1
ORD_103590,CUST_3230,Beauty,499.69,0,1,0.1896,1985.9,2,0
ORD_111123,CUST_1911,Home & Kitchen,1894.4,0,1,0.0643,3024.4,1,0
ORD_101416,CUST_4850,Footwear,2057.91,0,1,0.2716,1012.3,1,0
ORD_104145,CUST_2152,Home & Kitchen,360.09,3,1,0.173,2894.3,1,0
ORD_111717,CUST_2560,Electronics,1831.78,1,0,0.0961,2047.1,1,0
ORD_107093,CUST_3985,Home & Kitchen,392.36,0,0,0.2408,332.9,1,0
ORD_100318,CUST_1197,Apparel,2543.2,1,0,0.1843,2055.3,1,0
ORD_101180,CUST_3280,Electronics,536.52,0,1,0.1461,3411.6,1,0
ORD_111949,CUST_1136,Electronics,1258.17,0,1,0.2122,2340.8,1,1
ORD_102986,CUST_3717,Electronics,4768.96,0,0,0.3099,1605.0,2,0
ORD_104731,CUST_3169,Beauty,790.91,0,1,0.1896,2233.0,1,0
ORD_104462,CUST_4520,Electronics,1272.48,10,1,0.179,3425.9,3,0
ORD_101923,CUST_2240,Home & Kitchen,1112.05,0,1,0.1808,3000.5,1,0
ORD_105187,CUST_2123,Home & Kitchen,330.65,2,0,0.0918,1542.9,2,0
ORD_105751,CUST_3800,Apparel,1811.23,0,1,0.3793,1365.4,2,1
ORD_102473,CUST_4566,Apparel,1201.35,0,1,0.2434,3027.7,1,0
ORD_110352,CUST_4645,Footwear,474.15,0,1,0.4051,1897.1,3,1
ORD_103600,CUST_3003,Home & Kitchen,1979.76,3,0,0.129,3328.7,12,0
ORD_104839,CUST_2207,Beauty,2990.0,0,1,0.1374,2078.3,1,1
ORD_114946,CUST_3804,Apparel,1015.73,2,0,0.2196,1358.9,1,0
ORD_114000,CUST_2658,Home & Kitchen,961.16,0,1,0.0678,755.3,1,0
ORD_109644,CUST_3016,Electronics,2607.09,1,1,0.0949,948.8,1,1
ORD_114358,CUST_4477,Footwear,1520.54,0,0,0.2781,736.2,12,0
ORD_102984,CUST_1105,Home & Kitchen,2326.1,0,1,0.0608,1599.7,1,1
ORD_105739,CUST_3773,Beauty,494.05,3,1,0.0839,283.4,1,1
ORD_108409,CUST_4741,Home & Kitchen,836.08,3,1,0.1134,2521.0,1,0
ORD_107337,CUST_3415,Home & Kitchen,2357.14,0,0,0.1159,165.2,3,0
ORD_110162,CUST_3725,Home & Kitchen,429.3,10,1,0.1247,2877.6,1,1
ORD_102295,CUST_2007,Apparel,378.75,1,0,0.3113,807.4,2,1
ORD_113821,CUST_1361,Beauty,5314.8,0,1,0.4654,2140.7,1,1
ORD_109920,CUST_4988,Home & Kitchen,453.77,2,0,0.0396,1188.4,1,0
ORD_105440,CUST_2691,Beauty,1674.13,5,1,0.5598,2748.5,1,1
ORD_102059,CUST_1813,Apparel,1182.51,1,0,0.1502,3481.2,1,0
ORD_114062,CUST_1808,Apparel,902.52,4,0,0.3735,1018.3,3,1
ORD_114383,CUST_1503,Footwear,1529.62,3,1,0.2481,3404.6,1,1
ORD_105970,CUST_2518,Footwear,2036.07,1,0,0.2647,3036.0,3,1
ORD_113859,CUST_4088,Apparel,2129.71,0,0,0.4156,2223.4,1,1
ORD_101334,CUST_2464,Apparel,319.61,0,1,0.1911,1501.9,1,0
ORD_105345,CUST_4402,Electronics,1084.9,0,1,0.0651,1099.4,3,0
ORD_103057,CUST_4747,Apparel,740.87,2,0,0.3494,2218.0,1,0
ORD_109822,CUST_3166,Apparel,313.44,0,1,0.1721,2880.3,3,0
ORD_102950,CUST_1020,Apparel,2173.61,3,0,0.3565,2616.9,2,1
ORD_104785,CUST_1835,Home & Kitchen,1806.81,0,1,0.1633,3223.8,1,0
ORD_101308,CUST_3870,Footwear,665.92,0,0,0.0182,1373.4,1,0
ORD_111524,CUST_2997,Home & Kitchen,2538.0,0,1,0.0955,158.9,3,1
ORD_108665,CUST_2170,Electronics,1738.03,0,0,0.3962,3269.4,1,0
ORD_103335,CUST_3514,Apparel,1269.6,10,0,0.176,1436.7,1,0
ORD_108613,CUST_4515,Apparel,2687.46,0,0,0.4576,1642.2,1,1
ORD_109342,CUST_4768,Apparel,438.15,0,1,0.46,338.6,1,1
ORD_108340,CUST_4561,Beauty,573.18,5,1,0.4248,983.1,2,1
